8162.4030274136,8156.65310323483,8155.38784297007,8151.66098726222,8153.21928320052,8155.21928321561,8157.21928320141,8159.21928320291,8161.21901375581,8163.08792223842
8164.40302742724,8160.62120623889,8159.8961573552,8154.7124993333,8154.97854712329,8155.3180720956,8157.31807209597,8159.31807209561,8161.31807209557,8163.17872628976
8166.40302748512,8162.6212062405,8159.3878429556,8156.71249933355,8155.94309785471,8155.29936077666,8157.29936077868,8159.29936077694,8161.2993607767,8156.23290133641
8168.40302741441,8164.62120623792,8167.2028173223,8158.71249933301,8158.21657875395,8147.89687964191,8149.89687964185,8151.89687964981,8153.89687964194,8155.8726422132
8170.40302753835,8169.90167922574,8169.69451745579,8159.4326701959,8157.23512884284,8132.74143805907,8134.74143805849,8136.29881303749,8138.22440676271,8139.00258075398
8172.40302742167,8171.90167922616,8171.20281732222,8161.4326701901,8159.23512884229,8134.74143807453,8136.74143805496,8138.29881303695,8140.22440676334,8141.00258075162
8174.40302746945,8173.90167922612,8167.38784295161,8164.71249933303,8161.23512884447,8150.84495319471,8152.84495319103,8154.50973029643,8156.496932782,8163.56615072127
8176.40302742583,8172.62120623909,8175.69451745579,8165.43267019132,8163.23512884567,8152.84495319218,8154.84495319084,8156.50973029691,8160.39035726431,8160.19419544796
8178.40302745384,8172.65310316348,8177.20281732252,8168.71249933335,8165.23512884213,8154.84495319133,8156.84495319095,8144.2988130411,8162.39035726392,8161.08104095539
8180.40302753868,8179.90167922581,8179.20281732257,8170.71249933322,8149.37798526868,8156.84495319139,8144.62118192769,8145.82109521212,8162.49693278217,8163.49035771405
