3138.61989139578,3140.61989139578,3142.58274643624,3144.00717356168,3146.00717356212,3148.00717356169,3150.00717356205,3152.00717356205,3154.00717356185,3155.81684787262
3140.61950363291,3140.85708998538,3142.54119873742,3144.54119873745,3143.51231854258,3145.51231854451,3147.38802118159,3149.38802118151,3151.38802118075,3153.38802118092
3142.61950363291,3144.58569091883,3144.27421688355,3145.95925078703,3147.13265639841,3149.13265639824,3150.88668699785,3152.83375831169,3154.83375831172,3156.83375831186
3144.6195036329,3146.58569091411,3146.27421688352,3147.95925078732,3147.49966245725,3152.39611478376,3149.41355151551,3151.41355151548,3153.41355151549,3155.41355151547
3146.6195036329,3148.58569091432,3148.27421688353,3149.95925078707,3151.13265639805,3153.13265639849,3151.41355151548,3159.29418657266,3161.29418657267,3160.83375831217
3148.61950363325,3148.85708998541,3150.27421688357,3151.95925078703,3150.44472751861,3152.44472751862,3149.62399807542,3151.57195986132,3153.57195986131,3155.5719598612
3150.6195036329,3152.58569091451,3152.27421688364,3153.95925078727,3152.51745558756,3154.5174555876,3151.62399807533,3153.57195986167,3155.5719598614,3157.5719598616
3152.61950363301,3154.58569091411,3154.27421688402,3155.95925078737,3154.51745558758,3160.80894748339,3153.62399807538,3155.57195986136,3157.57195986132,3159.57195986116
3154.61950363291,3154.85708998537,3156.27421688353,3157.95925078709,3156.5174555876,3161.4267086384,3155.62399807569,3157.57195986118,3159.57195986118,3166.64319414176
3156.61950363291,3156.85708998548,3158.27421688371,3159.95925078711,3158.51745558757,3163.42670863836,3157.62399807534,3159.57195986114,3161.57195986115,3163.5719598615
