3154.35257394259,3161.59680145819,3168.80388401426,3175.4725386553,3182.71676617134,3189.96099368652,3197.20522120248,3204.44944871808,3211.69367623348,3218.74757805986
3161.59641369533,3167.07822756339,3174.00656383104,3181.25079134668,3185.4661386674,3192.71036618494,3199.83029633763,3207.07452385315,3214.31875136799,3221.56297888376
3168.84064121092,3176.05105601245,3180.98380949278,3187.91307091186,3194.33070403884,3201.57493155427,3208.57318966949,3215.76448849893,3223.00871601456,3230.25294353031
3176.08486872652,3183.29528352334,3188.22803700835,3195.15729842775,3199.94193761328,3210.08261745539,3212.34428170275,3219.58850921833,3226.83273673394,3234.07696424952
3183.32909624213,3190.53951103915,3195.47226452396,3202.40152594311,3208.81915906968,3216.06338658573,3219.58850921833,3232.71337179111,3239.95759930672,3244.74139856183
3190.57332375808,3196.05513762584,3202.71649203961,3209.64575345867,3213.37545770585,3220.61968522146,3223.04318329387,3230.23537259537,3237.47960011097,3244.72382762646
3197.81755127333,3205.02796607054,3209.96071955528,3216.88998097451,3220.69241329041,3227.93664080605,3230.28741080938,3237.47960011132,3244.72382762666,3251.96805514246
3205.06177878904,3212.27219358574,3217.20494707125,3224.13420849021,3227.93664080602,3239.47236021744,3237.53163832503,3244.72382762661,3251.96805514218,3259.21228265762
3212.30600630454,3217.78782017261,3224.44917458637,3231.37843600554,3235.18086832165,3245.33434888805,3244.77586584095,3251.96805514204,3259.21228265764,3271.52774445383
3219.55023382015,3225.03204768832,3231.69340210216,3238.62266352116,3242.42509583723,3252.57857640362,3252.0200933562,3259.2122826576,3266.45651017321,3273.70073768917
